0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.6440180065898264,0.4628971921004803,0.3362472903978593,0.265416571156746,0.24084255516807485,0.25296276322278555,0.29237964025116314,0.3492642519504878,0.40599558461813157,0.43758907618298526,0.4265951885174437,0.44455324619951897,0.4921944541968024,0.5128690123696846,0.5103453612693216,0.4785053122899896,0.43425961850063466,0.4766335437909808,0.5438648513625326,0.606177289988767,0.6586493107945426,0.6736038905569126,0.6750370461197894,0.6876376477756776,0.6792614258168017,0.6610392664752265,0.6373938323548409,0.6340715738105756,0.651926300371314,0.654183174705651,0.6542101653053303,0.6578001342678217,0.6624973977687958,0.6694975904505753,0.6731919163726081,0.6716208802449861,0.6672732920711706,0.6607173737904066,0.650408362631345,0.6393857023339224,0.6296124934979366,0.6212119707281909,0.6126235627512071,0.6063697338420964,0.6028243071199055,0.6012365230619707,0.6024425939462392,0.6040311898913604,0.6068132789741663,0.6108037064369727,0.6127850424506214,0.6137094285542828,0.6144945308442473,0.617177711968314,0.6204363078207189,0.6181309793813612,0.6095127033989569,0.5974946694564673,0.6072801413052722,0.6541037016142841,0.7295277489502845,0.8101219473620129,0.8738934375836167,0.9131995360133165,0.9282823834370757,0.9183957867505517,0.8847713611951078,0.8309621164038741,0.7593990758908289,0.6681533784209228,0.5581331065400814,0.44279069075445854,0.3380786106310727,0.2687249943535406,0.23474129105803998,0.21681213394868948,0.19394816162863426,0.1587788567985977,0.11965241207859778,0.08208423142522392,0.04922883838359038,0.025159223614526827,0.01174638731178268,0.00995976006689503,0.019947466340912712,0.041802171826956336,0.07522617322133929,0.11836342535324196,0.16895090945816493,0.22649898016845738,0.2880141759918402,0.34797799648176264,0.4068314090769243,0.46106181826068005,0.5080933641829346,0.5479527884011093,0.5787896151661718,0.600713951973685,0.6157074694436955,0.6234668660059479,0.6244431086507634,0.6211557952024602,0.6172829293941109,0.614713741525561,0.618156855710605,0.6222351565990758,0.6258642996272274,0.6272309348184719,0.6250654907207882,0.6208731788503195,0.6169337029530073,0.6107740817385152,0.6034643533337003,0.5963729207080588,0.5903461288283971,0.586039198949047,0.5862245934066626,0.5900851867686572,0.5969777391326203,0.6059324830386501,0.613808820046934,0.6210000886050437,0.6267363593426327,0.6321002828172952,0.635175533617053,0.6310810288879392,0.6156962951705656,0.5957334394616765,0.5954577914378048,0.6378355898484722,0.7109607068484607,0.7937111662794529,0.8646172103659953,0.9136059783810349,0.9376532351545861,0.936776585619,0.9127624259762048,0.8671468887141818,0.8006256314108557,0.7093995540332947,0.5971536950333065,0.474992363293012,0.36174361292673796,0.28416787199117577,0.2445028242728955,0.22354105939606983,0.20030408333307514,0.16925718506763054,0.1330616980715984,0.09743567408308929,0.06836259761591235,0.04802983528790694,0.0399025281343377,0.042593729593726426,0.05683443157831469,0.08252201290590433,0.1194254440462772,0.1659068148510734,0.22136361025496853,0.28178156130121934,0.343950231836585,0.4031011431533904,0.45927745163385225,0.5103188312157032,0.5542023042509787,0.5931012606553483,0.6237812355777592,0.6449458637282479,0.6578807141880731,0.6654670525454898,0.6682601661296461,0.6700513957496619,0.6712759507620287,0.6737385506978195,0.6785316912499444,0.685297779004324,0.693339304577798,0.7018974431070646,0.7078327457168307,0.7110733205871487,0.709901123981445,0.704314055623136,0.6949459412789132,0.6830176312651477,0.6715499210523057,0.6608385965159864,0.6518803255467098,0.646040011931174,0.6430497474943326,0.6452336719206877,0.6509210358402675,0.6589384080405023,0.6639340908211828,0.6648550443994066,0.6640752667834868,0.6612086826530796,0.654907780725873,0.6383761655598468,0.6104971306898577,0.5799383024074545,0.5764581589319349,0.6234378539674985,0.7083190777477615,0.8078553189150286,0.894424104146458,0.9575959040825128,0.9935520254617507,1.0000000000000004,0.9769234247845549,0.9264562014421549,0.8501099658551947,0.7468756910873586,0.617421645682005,0.47608585333001807,0.3469948485391532,0.2606044914039365,0.21984273834324242,0.19884475279135838,0.17702059634134892,0.14376597455413131,0.10578532163052223,0.07095020158515997,0.04005999113664327,0.01726431613385815,0.00292089747825397,0.0,0.009515107652553922,0.029762240355861724,0.06206290692190475,0.10540724256352885,0.15944855838739347,0.22090438051736117,0.2834823278419494,0.3456081128697459,0.40329911641757743,0.45401119624875497,0.4980134657033819,0.5335330853756277,0.5622692461822694,0.5820563954971685,0.594320790583919,0.6008449030237295,0.6020773075483943,0.6029927144234195,0.6034396167318747,0.6090891087920731,0.6164836968960161,0.6246099744811984,0.6317838669782891,0.6373812101674061,0.6407785141021631,0.6413826299225001,0.6385854996704672,0.6317790653881104,0.6210292180939385
